Stock,Availability,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,FluorescenceColor,FluorescenceIntensity,Measurements,Lab,Certificate,Rap,Discount,percarat,FancyColor,FancyColorIntensity,FancyColorOvertone,Depth,Table,GirdleThin,GirdleThick,Girdle,GirdleCondition,CuletSize,CuletCondition,CrownHeight,CrownAngle,PavilionDepth,PavilionAngle,Country,DiamondImage,VIDEO,CertPDFUrl,Heartimage,ArrowImage,AssetImage,Keytosymbols,Shade,BlackInclusion,Milky,EyeClean,Origin,Certi Comment,Table Inc.,Table Black,Table Open,Side Inc.,Side Black,Side Open,Girdle Open,Pavallion Open
258283,Subject to Prior Sale,ROUND,0.51,I,SI1,EX,EX,EX,,FNT,5.170 - 5.130 X 3.120,GIA,7448759040,2000.0,31.5,1370.0,,,,60.6,62.0,STK,,4.0,FACETED,NON,,12.5,33.0,44.5,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/J275-258283/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J275-258283,https://thnk18.azureedge.net/img/CertImages/7448759040.jpg,,,,FEATHER,NONE,NONE,NONE,100.0,-,,NONE,NONE,NONE,MEDIUM FEATHER,NONE,NONE,HAIR LINE,HAIR LINE
258284,Subject to Prior Sale,ROUND,0.7,E,SI1,EX,EX,EX,,FNT,5.680 - 5.650 X 3.510,GIA,1445690842,3700.0,42.0,2146.0,,,,62.0,60.0,MED,STK,4.5,FACETED,NON,,13.5,34.5,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/J576-258284/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J576-258284,https://thnk18.azureedge.net/img/CertImages/1445690842.jpg,,,,FEATHER  CLOUD,NONE,PIN POINT BLK,NONE,85.0,-,,MEDIUM FEATHER,PIN POINT BLK,NONE,MINOR FEATHER,PIN POINT BLK,SMALL OPEN,SMALL OPEN,NONE
258287,Subject to Prior Sale,PEAR,1.5,I,SI1,,EX,EX,BLUE,MED,9.520 - 6.240 X 3.960,GIA,6442709838,7000.0,56.0,3080.0,,,,63.4,57.0,STK,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J275-258287/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J275-258287,https://thnk18.azureedge.net/img/CertImages/6442709838.jpg,,,,CRYSTAL  TWINNING WISP  CLOUD  FEATHER,LIGHT BROWN,MEDIUM BLK,NONE,90.0,-,ADDITIONAL TWINNING WISPS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,MINOR SPREADED,MEDIUM BLK,NONE,MINOR FEATHER,PIN POINT BLK,NONE,HAIR LINE,NONE
258290,Subject to Prior Sale,PEAR,1.5,I,SI2,,VG,EX,,NON,9.670 - 6.250 X 4.070,GIA,1448738883,6000.0,50.0,3000.0,,,,65.0,65.0,STK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J264-258290/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J264-258290,https://thnk18.azureedge.net/img/CertImages/1448738883.jpg,,,,TWINNING WISP  FEATHER  CRYSTAL  CAVITY  NEEDLE  INDENTED NATURAL  NATURAL,INSPECTION ADVISABLE,MINOR BLK,NONE,80.0,-,ADDITIONAL TWINNING WISPS  CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,MEDIUM FEATHER,MINOR BLK,NONE,MEDIUM FEATHER,MINOR BLK,HAIR LINE,SMALL OPEN,SMALL OPEN
258293,Subject to Prior Sale,ROUND,0.36,G,VVS1,EX,EX,EX,,NON,4.650 - 4.610 X 2.770,GIA,2447690719,2300.0,37.0,1449.0,,,,59.7,61.0,MED,STK,3.5,Faceted,NON,,12.5,33.0,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J263-258293/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J263-258293,https://thnk18.azureedge.net/img/CertImages/2447690719.jpg,,,,Pinpoint  Internal Graining  Surface Graining,LIGHT BROWN,NONE,NONE,100.0,-,,MINOR CLOUD,NONE,NONE,NONE,NONE,NONE,NONE,NONE
258321,Subject to Prior Sale,ROUND,0.6,J,VS2,EX,EX,VG,,NON,5.400 - 5.350 X 3.340,GIA,7442690916,2000.0,44.5,1110.0,,,,62.1,58.0,MED,STK,4.0,FACETED,NON,,15.5,36.0,43.0,40.6,MUM,https://thnk18.azureedge.net/img/images/imaged/J576-258321/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J576-258321,https://thnk18.azureedge.net/img/CertImages/7442690916.jpg,,,,CRYSTAL  FEATHER,NONE,MINOR BLK,NONE,90.0,-,,NONE,MINOR BLK,NONE,MINOR FEATHER,PIN POINT BLK,NONE,SMALL OPEN,NONE
258341,Subject to Prior Sale,PEAR,0.31,*,I1,,VG,G,,NON,5.970 - 3.680 X 2.140,GIA,6224646613,1900.0,0.0,1900.0,BROWN-PINK,FANCY LIGHT,,58.1,58.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J552-258341/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J552-258341,https://thnk18.azureedge.net/img/CertImages/6224646613.jpg,,,,CLOUD  CRYSTAL  CAVITY  FEATHER  NEEDLE,NONE,MINOR BLK,NONE,80.0,-,ADDITIONAL CLOUDS  PINPOINTS  INTERNAL GRAINING AND REFLECTING SURFACE GRAINING ARE NOT SHOWN.,MEDIUM FEATHER,MINOR BLK,NONE,MEDIUM FEATHER,MINOR BLK,MEDIUM OPEN,HAIR LINE,NONE
258361,Subject to Prior Sale,OVAL,1.7,E,SI1,,EX,VG,,NON,9.020 - 6.690 X 4.170,GIA,2446693864,9800.0,35.0,6370.0,,,,62.3,66.0,STK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J281-258361/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J281-258361,https://thnk18.azureedge.net/img/CertImages/2446693864.jpg,,,,CRYSTAL  KNOT  NEEDLE  INDENTED NATURAL,NONE,MINOR BLK,NONE,90.0,-,,MINOR FEATHER,MINOR BLK,HAIR LINE,MINOR FEATHER,NONE,NONE,SMALL OPEN,NONE
258372,Subject to Prior Sale,OVAL,3.0,E,SI2,,VG,VG,BLUE,STG,11.710 - 7.790 X 5.010,GIA,5443738860,16500.0,54.0,7590.0,,,,64.3,58.0,THK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J264-258372/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J264-258372,https://thnk18.azureedge.net/img/CertImages/5443738860.jpg,,,,TWINNING WISP  FEATHER  ETCH CHANNEL  CRYSTAL  CAVITY  INDENTED NATURAL  NEEDLE,NONE,MEDIUM BLK,NONE,80.0,-,ADDITIONAL TWINNING WISPS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,NONE,MEDIUM BLK,NONE,MEDIUM FEATHER,MEDIUM BLK,SMALL OPEN,MEDIUM OPEN,SMALL OPEN
258375,Subject to Prior Sale,ROUND,0.45,H,VS1,EX,EX,EX,,NON,5.030 - 5.000 X 2.940,GIA,6442717418,2400.0,33.5,1596.0,,,,58.6,61.0,MED,STK,3.5,Faceted,NON,,12.5,32.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/J576-258375/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J576-258375,https://thnk18.azureedge.net/img/CertImages/6442717418.jpg,,,,Feather,NONE,NONE,NONE,100.0,-,,MINOR FEATHER,NONE,NONE,MINOR FEATHER,NONE,NONE,NONE,NONE
258379,Subject to Prior Sale,ROUND,0.5,F,SI1,EX,EX,VG,,NON,5.140 - 5.110 X 3.130,GIA,1443690886,2600.0,34.5,1703.0,,,,61.1,59.0,MED,STK,4.0,Faceted,NON,,13.0,32.0,44.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/J576-258379/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J576-258379,https://thnk18.azureedge.net/img/CertImages/1443690886.jpg,,,,Feather,NONE,PIN POINT BLK,NONE,85.0,-,,MINOR FEATHER,PIN POINT BLK,NONE,MINOR FEATHER,NONE,NONE,NONE,NONE
258383,Subject to Prior Sale,ROUND,0.5,G,SI2,EX,EX,EX,,FNT,5.110 - 5.080 X 3.100,GIA,5446690944,2000.0,45.0,1100.0,,,,60.9,60.0,MED,STK,4.0,Faceted,NON,,13.5,34.0,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/J576-258383/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J576-258383,https://thnk18.azureedge.net/img/CertImages/5446690944.jpg,,,,Feather  Crystal,NONE,PIN POINT BLK,NONE,85.0,-,,MEDIUM FEATHER,PIN POINT BLK,NONE,MINOR FEATHER,MINOR BLK,NONE,SMALL OPEN,NONE
258388,Subject to Prior Sale,ROUND,0.91,I,SI1,EX,EX,EX,,NON,6.350 - 6.330 X 3.730,GIA,5446708091,3900.0,45.0,2145.0,,,,58.8,60.0,MED,,3.5,Faceted,NON,,12.5,32.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/J569-258388/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J569-258388,https://thnk18.azureedge.net/img/CertImages/5446708091.jpg,,,,Crystal  Feather,NONE,MEDIUM BLK,NONE,95.0,-,,MINOR FEATHER,MEDIUM BLK,HAIR LINE,MINOR FEATHER,MINOR BLK,NONE,NONE,SMALL OPEN
258396,Subject to Prior Sale,HALF MOON,0.61,F,VVS2,,EX,EX,,NON,8.080 - 4.510 X 2.460,GIA,7448806982,3000.0,14.0,2580.0,,,,54.5,60.0,MED,STK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J257-258396/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J257-258396,https://thnk18.azureedge.net/img/CertImages/7448806982.jpg,,,,CLOUD  NEEDLE  PINPOINT  FEATHER,NONE,NONE,NONE,100.0,-,,MINOR FEATHER,NONE,NONE,MINOR CLOUD,NONE,NONE,NONE,NONE
258415,Subject to Prior Sale,OVAL,1.5,I,SI2,,EX,VG,,NON,9.120 - 6.020 X 3.840,HRD,220000150175,6000.0,72.0,1680.0,,,,63.8,55.0,VERY THICK,,6.5,FACETED,NON,,18.0,0.0,39.5,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J255-258415/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J255-258415,https://thnk18.azureedge.net/img/CertImages/220000150175.jpg,,,,,BROWN,MEDIUM BLK,NONE,70.0,-,,HEAVY CRYSTAL,MEDIUM BLK,NONE,MINOR FEATHER,MEDIUM BLK,SMALL OPEN,SMALL OPEN,SMALL OPEN
258479,Subject to Prior Sale,OVAL,1.2,K,SI2,,EX,VG,,FNT,8.070 - 5.970 X 3.680,GIA,5446791572,2600.0,55.0,1170.0,NONE,NONE,NONE,61.7,62.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J567-258479/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J567-258479,https://thnk18.azureedge.net/img/CertImages/5446791572.jpg,,,,CRYSTAL  FEATHER  KNOT  CAVITY  INDENTED NATURAL  NATURAL,BROWN,HEAVY BLK,NONE,80.0,-,PINPOINTS ARE NOT SHOWN.,MEDIUM FEATHER,HEAVY BLK,HAIR LINE,MINOR CRYSTAL,MINOR BLK,SMALL OPEN,MEDIUM OPEN,MEDIUM OPEN
258493,Subject to Prior Sale,ROUND,0.61,I,SI1,EX,EX,EX,,NON,5.420 - 5.390 X 3.370,GIA,2446700417,2000.0,40.5,1190.0,,,,62.3,59.0,MED,STK,4.0,Faceted,NON,,14.5,35.0,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/J574-258493/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J574-258493,https://thnk18.azureedge.net/img/CertImages/2446700417.jpg,,,,Crystal  Cloud,LIGHT BROWN,MEDIUM BLK,NONE,95.0,-,,NONE,MEDIUM BLK,NONE,MINOR FEATHER,NONE,NONE,NONE,NONE
258494,Subject to Prior Sale,ROUND,0.51,G,SI1,EX,EX,EX,,NON,5.180 - 5.160 X 3.170,GIA,1445700324,2500.0,39.5,1512.5,,,,61.4,58.0,MED,STK,3.5,Faceted,NON,,13.5,33.0,44.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/J266-258494/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J266-258494,https://thnk18.azureedge.net/img/CertImages/1445700324.jpg,,,,Crystal  Feather,LIGHT BROWN,NONE,NONE,95.0,-,,MINOR FEATHER,NONE,NONE,MINOR FEATHER,MEDIUM BLK,HAIR LINE,NONE,NONE
258497,Subject to Prior Sale,ROUND,0.7,I,SI1,VG,EX,VG,,NON,5.660 - 5.620 X 3.430,GIA,6445700421,2600.0,42.0,1508.0,,,,60.9,61.0,STK,THK,5.5,Faceted,NON,,13.0,33.0,42.5,40.4,MUM,https://thnk18.azureedge.net/img/images/imaged/J276-258497/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J276-258497,https://thnk18.azureedge.net/img/CertImages/6445700421.jpg,,,,Twinning Wisp  Feather,NONE,MINOR BLK,NONE,90.0,-,,MINOR FEATHER,MINOR BLK,HAIR LINE,MINOR FEATHER,MINOR BLK,HAIR LINE,SMALL OPEN,NONE
258529,Subject to Prior Sale,ROUND,1.04,H,VS1,EX,EX,EX,,NON,6.490 - 6.440 X 3.990,IGI,560242364,7700.0,55.0,3465.0,NONE,NONE,NONE,61.7,60.5,MEDIUM (FACETED) ,,0.0,,NON,,14.0,35.6,43.5,41.1,MUM,https://thnk18.azureedge.net/img/images/imaged/J256-258529/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J256-258529,https://thnk18.azureedge.net/img/CertImages/560242364.jpg,,,,,INSPECTION ADVISABLE,NONE,NONE,100.0,-,N/A,MINOR FEATHER,NONE,NONE,MINOR CLOUD,PIN POINT BLK,NONE,NONE,NONE
258537,Subject to Prior Sale,ROUND,0.6,I,SI2,EX,EX,EX,,NON,5.470 - 5.460 X 3.310,GIA,7442700425,1700.0,40.0,1020.0,,,,60.5,58.0,MED,STK,3.5,FACETED,NON,,14.0,33.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/J576-258537/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J576-258537,https://thnk18.azureedge.net/img/CertImages/7442700425.jpg,,,,TWINNING WISP  FEATHER,NONE,MEDIUM BLK,NONE,85.0,-,,MINOR FEATHER,MEDIUM BLK,HAIR LINE,MINOR FEATHER,MINOR BLK,HAIR LINE,NONE,HAIR LINE
258569,Subject to Prior Sale,ROUND,0.7,H,SI1,EX,EX,EX,Blue,MED,5.680 - 5.630 X 3.520,GIA,2447849640,3000.0,44.0,1680.0,,,,62.3,59.0,MED,STK,4.0,Faceted,NON,,14.5,35.5,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/J257-258569/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J257-258569,https://thnk18.azureedge.net/img/CertImages/2447849640.jpg,,,,Crystal  Twinning Wisp  Feather,NONE,MINOR BLK,NONE,95.0,-,,MINOR FEATHER,MINOR BLK,NONE,MINOR FEATHER,PIN POINT BLK,HAIR LINE,SMALL OPEN,NONE
258582,Subject to Prior Sale,ROUND,0.6,D,SI1,EX,EX,EX,,FNT,5.400 - 5.380 X 3.320,GIA,1443700876,2900.0,30.0,2030.0,,,,61.6,60.0,MED,STK,4.0,FACETED,NON,,14.0,34.5,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/J285-258582/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J285-258582,https://thnk18.azureedge.net/img/CertImages/1443700876.jpg,,,,TWINNING WISP  FEATHER,NONE,NONE,NONE,95.0,-,,MINOR SPREADED,NONE,NONE,MINOR SPREADED,PIN POINT BLK,NONE,MEDIUM OPEN,SMALL OPEN
258623,Subject to Prior Sale,ROUND,0.5,G,SI1,EX,EX,EX,,NON,5.140 - 5.120 X 3.140,GIA,6445717497,2500.0,44.5,1387.5,,,,61.2,55.0,MED,STK,3.5,FACETED,NON,,15.0,33.5,43.0,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J576-258623/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J576-258623,https://thnk18.azureedge.net/img/CertImages/6445717497.jpg,,,,FEATHER  CRYSTAL,MIX TINGE 1,MEDIUM BLK,NONE,85.0,-,,NONE,MEDIUM BLK,NONE,MEDIUM FEATHER,MINOR BLK,NONE,NONE,NONE
258654,Subject to Prior Sale,PEAR,1.51,I,SI2,,EX,VG,BLUE,MED,9.930 - 6.340 X 3.680,GIA,6442725987,6000.0,48.0,3120.0,,,,58.1,64.0,THN,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J264-258654/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J264-258654,https://thnk18.azureedge.net/img/CertImages/6442725987.jpg,,,,TWINNING WISP  FEATHER  CRYSTAL  NEEDLE  INDENTED NATURAL,NONE,MEDIUM BLK,NONE,80.0,-,ADDITIONAL TWINNING WISPS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,MEDIUM FEATHER,MEDIUM BLK,NONE,MINOR FEATHER,MINOR BLK,HAIR LINE,SMALL OPEN,NONE
258656,Subject to Prior Sale,PEAR,1.51,D,SI2,,VG,VG,BLUE,MED,9.470 - 6.200 X 4.010,GIA,2447763591,8100.0,56.0,3564.0,,,,64.6,57.0,THK,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J257-258656/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J257-258656,https://thnk18.azureedge.net/img/CertImages/2447763591.jpg,,,,TWINNING WISP  FEATHER  CRYSTAL  CAVITY  INDENTED NATURAL,NONE,MEDIUM BLK,NONE,80.0,-,ADDITIONAL TWINNING WISPS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,MEDIUM SPREADED,MEDIUM BLK,NONE,MEDIUM FEATHER,MINOR BLK,NONE,SMALL OPEN,SMALL OPEN
258663,Subject to Prior Sale,ROUND,0.45,F,VS2,EX,EX,EX,,NON,4.890 - 4.860 X 3.080,GIA,1443717503,2500.0,41.0,1475.0,,,,63.1,56.0,THN,STK,3.5,Faceted,NON,,16.0,36.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J574-258663/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J574-258663,https://thnk18.azureedge.net/img/CertImages/1443717503.jpg,,,,Crystal  Cloud,LIGHT BROWN,MINOR BLK,NONE,100.0,-,,MINOR CRYSTAL,MINOR BLK,NONE,MINOR FEATHER,NONE,NONE,MEDIUM OPEN,NONE
258668,Subject to Prior Sale,ROUND,0.9,I,SI1,VG,EX,VG,,NON,6.090 - 6.010 X 3.890,GIA,5443713376,3900.0,47.0,2067.0,,,,64.3,56.0,MED,THK,5.0,Faceted,NON,,16.0,36.0,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J276-258668/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J276-258668,https://thnk18.azureedge.net/img/CertImages/5443713376.jpg,,,,Twinning Wisp  Feather,NONE,MINOR BLK,NONE,100.0,-,,MINOR SPREADED,MINOR BLK,NONE,MINOR FEATHER,NONE,HAIR LINE,SMALL OPEN,NONE
258672,Subject to Prior Sale,OVAL,0.7,D,SI1,,EX,VG,,NON,6.660 - 4.860 X 3.140,GIA,1445791017,3700.0,56.5,1609.5,,,,64.5,60.0,STK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J576-258672/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J576-258672,https://thnk18.azureedge.net/img/CertImages/1445791017.jpg,,,,CRYSTAL  FEATHER,NONE,MEDIUM BLK,NONE,80.0,-,,MEDIUM FEATHER,MEDIUM BLK,NONE,MINOR FEATHER,NONE,NONE,NONE,NONE
258678,Subject to Prior Sale,ROUND,0.8,F,SI1,VG,EX,VG,,FNT,5.860 - 5.820 X 3.710,GIA,5443708795,3400.0,45.0,1870.0,,,,63.5,57.0,MED,THK,4.5,FACETED,NON,,16.5,37.5,42.5,40.2,MUM,https://thnk18.azureedge.net/img/images/imaged/J574-258678/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J574-258678,https://thnk18.azureedge.net/img/CertImages/5443708795.jpg,,,,TWINNING WISP,LIGHT BROWN,MEDIUM BLK,NONE,100.0,-,,MINOR CLOUD,MEDIUM BLK,NONE,MINOR FEATHER,MINOR BLK,HAIR LINE,NONE,NONE
258706,Subject to Prior Sale,ROUND,0.6,G,SI1,EX,EX,EX,,NON,5.400 - 5.380 X 3.370,GIA,6445759716,2500.0,38.0,1550.0,,,,62.6,58.0,MED,STK,4.0,Faceted,NON,,14.5,34.0,44.5,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/J569-258706/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J569-258706,https://thnk18.azureedge.net/img/CertImages/6445759716.jpg,,,,Twinning Wisp  Crystal  Feather,NONE,MINOR BLK,NONE,85.0,-,,MINOR FEATHER,MINOR BLK,NONE,MINOR FEATHER,MEDIUM BLK,NONE,NONE,NONE
258713,Subject to Prior Sale,OVAL,1.5,G,SI2,,EX,VG,,NON,9.510 - 5.980 X 3.920,HRD,220000150654,7000.0,60.0,2800.0,,,,65.6,59.0,THICK,,6.0,FACETED,NON,,17.0,0.0,42.5,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J264-258713/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J264-258713,https://thnk18.azureedge.net/img/CertImages/220000150654.jpg,,,,,NONE,MEDIUM BLK,NONE,70.0,-,,NONE,MEDIUM BLK,NONE,MEDIUM FEATHER,MINOR BLK,NONE,SMALL OPEN,SMALL OPEN
258715,Subject to Prior Sale,ROUND,0.5,E,SI1,EX,EX,EX,,FNT,5.100 - 5.080 X 3.180,GIA,6441717484,2700.0,42.0,1566.0,,,,62.4,56.0,MED,STK,3.5,Faceted,NON,,15.5,34.5,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/J576-258715/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J576-258715,https://thnk18.azureedge.net/img/CertImages/6441717484.jpg,,,,Crystal  Feather  Cloud,NONE,PIN POINT BLK,NONE,95.0,-,,MINOR FEATHER,PIN POINT BLK,NONE,MINOR FEATHER,MINOR BLK,SMALL OPEN,NONE,NONE
258728,Subject to Prior Sale,ROUND,0.8,K,VS1,EX,EX,EX,,NON,5.910 - 5.870 X 3.720,GIA,1445885492,2500.0,32.0,1700.0,,,,63.1,56.0,MED,STK,3.5,FACETED,NON,,16.5,36.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/J576-258728/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J576-258728,https://thnk18.azureedge.net/img/CertImages/1445885492.jpg,,,,CLOUD  INDENTED NATURAL  PINPOINT,NONE,NONE,NONE,100.0,-,,MINOR CLOUD,NONE,NONE,MINOR CLOUD,NONE,NONE,MEDIUM OPEN,NONE
258730,Subject to Prior Sale,PEAR,1.5,H,SI2,,VG,VG,,NON,9.650 - 6.230 X 4.080,GIA,2446791041,6600.0,55.5,2937.0,,,,65.5,66.0,THK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J279-258730/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J279-258730,https://thnk18.azureedge.net/img/CertImages/2446791041.jpg,,,,TWINNING WISP  CRYSTAL  FEATHER  NEEDLE  NATURAL,NONE,HEAVY BLK,NONE,75.0,-,ADDITIONAL TWINNING WISPS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,MEDIUM CRYSTAL,HEAVY BLK,NONE,MINOR FEATHER,MINOR BLK,NONE,NONE,NONE
258738,Subject to Prior Sale,ROUND,1.11,J,SI2,EX,EX,EX,,FNT,6.650 - 6.620 X 4.090,GIA,7446759435,3800.0,45.0,2090.0,,,,61.7,59.0,MED,STK,4.0,FACETED,NON,,14.5,35.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J266-258738/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J266-258738,https://thnk18.azureedge.net/img/CertImages/7446759435.jpg,,,,FEATHER  CRYSTAL  CLOUD  NEEDLE,INSPECTION ADVISABLE,NONE,NONE,80.0,-,ADDITIONAL CLOUDS  INTERNAL GRAINING AND PINPOINTS ARE NOT SHOWN.,MINOR CRYSTAL,NONE,NONE,MEDIUM FEATHER,PIN POINT BLK,NONE,NONE,HAIR LINE
258742,Subject to Prior Sale,ROUND,0.7,J,SI1,EX,EX,EX,,NON,5.710 - 5.670 X 3.460,GIA,2446717543,2300.0,37.0,1449.0,,,,60.8,60.0,MED,STK,4.0,FACETED,NON,,14.5,35.5,43.0,40.6,MUM,https://thnk18.azureedge.net/img/images/imaged/J576-258742/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J576-258742,https://thnk18.azureedge.net/img/CertImages/2446717543.jpg,,,,FEATHER  CRYSTAL,INSPECTION ADVISABLE,PIN POINT BLK,NONE,80.0,-,,MEDIUM FEATHER,PIN POINT BLK,NONE,MINOR FEATHER,PIN POINT BLK,NONE,SMALL OPEN,NONE
258750,Subject to Prior Sale,PEAR,2.01,K,SI2,,VG,VG,,FNT,10.440 - 6.840 X 4.460,GIA,2457045528,5800.0,54.5,2639.0,,,,65.1,58.0,STK,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J258-258750/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J258-258750,https://thnk18.azureedge.net/img/CertImages/2457045528.jpg,,,,FEATHER  CRYSTAL  CLOUD  CAVITY  NEEDLE  NATURAL,NONE,MEDIUM BLK,NONE,80.0,-,ADDITIONAL CLOUDS  PINPOINTS AND INTERNAL GRAINING ARE NOT SHOWN.,MEDIUM FEATHER,MEDIUM BLK,NONE,MEDIUM FEATHER,MEDIUM BLK,NONE,SMALL OPEN,SMALL OPEN
258751,Subject to Prior Sale,ROUND,0.51,H,SI1,EX,EX,EX,,FNT,5.160 - 5.120 X 3.140,GIA,2446717514,2300.0,33.5,1529.5,,,,61.0,59.0,MED,,3.5,Faceted,NON,,14.0,34.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J565-258751/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J565-258751,https://thnk18.azureedge.net/img/CertImages/2446717514.jpg,,,,Feather,LIGHT BROWN,PIN POINT BLK,NONE,100.0,-,,MINOR FEATHER,PIN POINT BLK,NONE,MINOR FEATHER,NONE,NONE,HAIR LINE,NONE
