REPORT_NO,CERTI_IMAGE,B2B_MP4,HEART_IMAGE,PLOTTING_IMAGE,PURITY,COLOR,REPORT_COMMENT,CROWN_ANGLE,CROWN_HEIGHT,CULET,CUT,DEPTH_PER,REAL_IMAGE,EYE_CLEAN,FLS,KEY_TO_SYMBOLS,LAB,LASER_INSCRIPTION,MEASUREMENT,LENGTH_1,WIDTH,DEPTH,PAV_ANGLE,PAV_HEIGHT,POLISH,RAP_PRICE,CTS,AVG_DIA,DISC_PER,NET_RATE,NET_VALUE,SHAPE,SHADE,SYMM,TABLE_PER,HA,PACKET_NO,LOCATION,CENTER_NATTS,SIDE_NATTS,CENTER_FEATHER,SIDE_FEATHER,CROWN_OPEN,POP,XTOP,BRAND,TYPE2_CERT,BRILLIANCY,DNA,ARROW_IMAGE,ASST_SCOPE_IMAGE,B2C_MP4,B2C_IMAGE,GIRDLE,COMMENTS,CERTI_LINK,VIDEO
2457936705,http://diamondmedia.s3.amazonaws.com/CERTPDF/2457936705.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=3113004701&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113004701/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/3113004701.gif,VVS1,I,,35.5,15,NONE,EX,62.5,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113004701/still.jpg,Y,FNT,Feather,GIA,GIA 2457936705,9.95*9.88*6.2,9.95,9.88,6.2,40.8,43,EX,23000,3.83,0,-31,15870,60782.1,RD,OWH,EX,58,EX,3113004701,USA,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/3113004701,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113004701/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/3113004701/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113004701/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113004701/still.jpg,STK,,,
1226949655,http://diamondmedia.s3.amazonaws.com/CERTPDF/1226949655.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=2303004101&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303004101/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/2303004101.gif,VVS1,I,Clarity grade is based on internal graining that is not shown.,35,15.5,NONE,EX,62.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303004101/still.jpg,Y,VST,,GIA,GIA 1226949655,9.48*9.42*5.92,9.48,9.42,5.92,40.8,43,EX,23000,3.3,0,-61,8970,29601,RD,OWH,EX,56,EX,2303004101,IND,CN0,SN0,CW0,SW0,N,N,N,,,VG,http://view.diadna.com/dna/2303004101,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303004101/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/2303004101/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2303004101/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2303004101/still.jpg,MED - STK,,,
6227983373,http://diamondmedia.s3.amazonaws.com/CERTPDF/6227983373.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=2303008601&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303008601/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/2303008601.gif,VVS1,M,,32,12.5,NONE,EX,60.2,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303008601/still.jpg,Y,FNT,Pinpoint,GIA,GIA 6227983373,9.88*9.83*5.94,9.88,9.83,5.94,41.4,44,EX,9900,3.51,0,-27,7227,25366.77,RD,LYL,EX,59,VG,2303008601,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/2303008601,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303008601/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/2303008601/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2303008601/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2303008601/still.jpg,MED - STK,,,
2225974977,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225974977.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=2303009101&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303009101/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/2303009101.gif,VVS2,G,Clouds are not shown. Additional pinpoints are not shown.,31.5,12.5,NONE,EX,61.1,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303009101/still.jpg,Y,NON,Pinpoint,GIA,GIA 2225974977,9.34*9.28*5.68,9.34,9.28,5.68,41.8,44.5,EX,31500,3.01,0,-36,20160,60681.6,RD,WHT,EX,60,VG,2303009101,IND,CN0,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/2303009101,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303009101/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/2303009101/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2303009101/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2303009101/still.jpg,STK,,,
2467986035,http://diamondmedia.s3.amazonaws.com/CERTPDF/2467986035.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=3113128402&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113128402/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/3113128402.gif,VVS2,G,Additional pinpoints are not shown.,32,12.5,NONE,EX,60.2,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113128402/still.jpg,Y,NON,Cloud  Needle  Pinpoint  Indented Natural,GIA,GIA 2467986035,9.37*9.31*5.63,9.37,9.31,5.63,41.2,43.5,EX,31500,3.01,0,-36,20160,60681.6,RD,WHT,EX,60,VG,3113128402,USA,CN0,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/3113128402,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113128402/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/3113128402/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113128402/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113128402/still.jpg,MED - STK,,,
6227961176,http://diamondmedia.s3.amazonaws.com/CERTPDF/6227961176.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403046701&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403046701/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403046701.gif,VVS2,H,Additional pinpoints are not shown. Surface graining is not shown.,36.5,16,NONE,EX,63.1,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403046701/still.jpg,Y,NON,Pinpoint  Feather  Indented Natural  Natural,GIA,GIA 6227961176,9.18*9.11*5.77,9.18,9.11,5.77,41,43.5,EX,25500,3.01,0,-40,15300,46053,RD,WHT,EX,58,VG,1403046701,IND,CN0,SN0,CW1,SW2,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403046701,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403046701/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403046701/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403046701/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403046701/still.jpg,MED - STK,,,
2221984624,http://diamondmedia.s3.amazonaws.com/CERTPDF/2221984624.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1303049801&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303049801/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/1303049801.gif,VVS2,I,,32.5,13,NONE,EX,61.3,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303049801/still.jpg,Y,STG,Feather,GIA,GIA 2221984624,9.32*9.25*5.7,9.32,9.25,5.7,41.8,44.5,EX,21000,3.01,0,-55,9450,28444.5,RD,VGN,EX,60,VG,1303049801,IND,CN0,SN0,CW0,SW1,N,N,N,,,VG,http://view.diadna.com/dna/1303049801,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303049801/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1303049801/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303049801/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303049801/still.jpg,STK,,,
2225912061,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225912061.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403045201&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403045201/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403045201.gif,VVS2,J,,32,13.5,NONE,EX,59.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403045201/still.jpg,Y,NON,Pinpoint  Feather,GIA,GIA 2225912061,9.41*9.33*5.61,9.41,9.33,5.61,40.8,43,EX,17000,3.01,0,-39,10370,31213.7,RD,OWH,EX,57,VG,1403045201,IND,CN1,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1403045201,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403045201/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403045201/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403045201/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403045201/still.jpg,MED - STK,,,
6227968595,http://diamondmedia.s3.amazonaws.com/CERTPDF/6227968595.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1212007801&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1212007801/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/1212007801.gif,VS1,D,Pinpoints are not shown.,35.5,14.5,NONE,EX,61.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1212007801/still.jpg,Y,NON,Crystal  Cloud  Feather  Needle,GIA,GIA 6227968595,9.63*9.6*5.93,9.63,9.6,5.93,40.8,43,EX,40000,3.41,0,-35,26000,88660,RD,WHT,EX,59,EX,1212007801,IND,CN0,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1212007801,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1212007801/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1212007801/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1212007801/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1212007801/still.jpg,MED - STK,,,
1465816882,http://diamondmedia.s3.amazonaws.com/CERTPDF/1465816882.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403037600&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403037600/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403037600.gif,VS1,E,Pinpoints are not shown.,32.5,13.5,NONE,EX,61.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403037600/still.jpg,Y,NON,Crystal  Cloud  Needle,GIA,GIA 1465816882,9.44*9.38*5.8,9.44,9.38,5.8,41.6,44.5,EX,36500,3.14,0,-42,21170,66473.8,RD,WHT,EX,58,VG,1403037600,IND,CN2,SN1,CW1,SW1,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403037600,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403037600/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403037600/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403037600/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403037600/still.jpg,MED - STK,,,
6462525133,http://diamondmedia.s3.amazonaws.com/CERTPDF/6462525133.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=3113044501&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113044501/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/3113044501.gif,VS1,G,,35,15.5,NONE,EX,62.6,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113044501/still.jpg,Y,NON,Crystal  Feather  Needle  Pinpoint,GIA,GIA 6462525133,9.21*9.15*5.74,9.21,9.15,5.74,41,43,EX,28000,3,0,-36,17920,53760,RD,WHT,EX,56,VG,3113044501,USA,CN0,SN1,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/3113044501,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113044501/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/3113044501/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113044501/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113044501/still.jpg,MED - STK,,,
2225939175,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225939175.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403047501&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403047501/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403047501.gif,VS1,H,Additional pinpoints are not shown.,35.5,15,NONE,EX,62.5,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403047501/still.jpg,Y,NON,Cloud  Pinpoint,GIA,GIA 2225939175,9.88*9.8*6.15,9.88,9.8,6.15,41,43.5,EX,23500,3.7,0,-29,16685,61734.5,RD,WHT,EX,58,VG,1403047501,IND,CN1,SN0,CW1,SW0,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403047501,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403047501/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403047501/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403047501/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403047501/still.jpg,MED - STK,,,
2225991126,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225991126.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1303045501&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303045501/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/1303045501.gif,VS1,H,Pinpoints are not shown.,35,14,NONE,EX,62.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303045501/still.jpg,Y,MED,Cloud  Needle  Crystal,GIA,GIA 2225991126,9.41*9.32*5.88,9.41,9.32,5.88,41.6,44.5,EX,23500,3.21,0,-52,11280,36208.8,RD,WHT,EX,60,VG,1303045501,IND,CN2,SN0,CW2,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1303045501,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303045501/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1303045501/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303045501/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303045501/still.jpg,STK,,,
2223661790,http://diamondmedia.s3.amazonaws.com/CERTPDF/2223661790.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1302075101&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302075101/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/1302075101.gif,VS1,I,Clouds are not shown. Surface graining is not shown.,35.5,16,NONE,EX,62.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302075101/still.jpg,Y,NON,Crystal  Feather,GIA,GIA 2223661790,9.93*9.85*6.2,9.93,9.85,6.2,40.6,43,EX,19500,3.8,0,-27,14235,54093,RD,OWH,EX,56,EX,1302075101,USA,CN1,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1302075101,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302075101/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1302075101/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302075101/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302075101/still.jpg,STK,,,
2221962549,http://diamondmedia.s3.amazonaws.com/CERTPDF/2221962549.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=2303007901&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303007901/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/2303007901.gif,VS1,J,Additional clouds are not shown. Additional pinpoints are not shown.,35.5,15,NONE,EX,62.4,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303007901/still.jpg,Y,NON,Feather  Cloud  Needle  Pinpoint  Indented Natural  Natural,GIA,GIA 2221962549,9.94*9.89*6.18,9.94,9.89,6.18,40.8,43,EX,16000,3.8,0,-34.9,10416,39580.8,RD,VGN,EX,58,VG,2303007901,IND,CN0,SN0,CW0,SW1,N,N,N,,,EX,http://view.diadna.com/dna/2303007901,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303007901/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/2303007901/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2303007901/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2303007901/still.jpg,STK,,,
2458699234,http://diamondmedia.s3.amazonaws.com/CERTPDF/2458699234.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=3112072701&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3112072701/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/3112072701.gif,VS1,J,A cloud is not shown.,35.5,14.5,NONE,EX,62.1,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3112072701/still.jpg,Y,NON,Crystal  Feather  Needle  Natural,GIA,GIA 2458699234,9.7*9.62*6,9.7,9.62,6,41.2,43.5,EX,16000,3.5,0,-35,10400,36400,RD,OWH,EX,60,VG,3112072701,IND,CN1,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/3112072701,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3112072701/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/3112072701/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3112072701/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3112072701/still.jpg,MED - STK,,,
5221928865,http://diamondmedia.s3.amazonaws.com/CERTPDF/5221928865.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1303042901&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303042901/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/1303042901.gif,VS1,J,,35.5,15.5,NONE,EX,62.9,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303042901/still.jpg,Y,FNT,Crystal  Indented Natural  Needle,GIA,GIA 5221928865,9.18*9.09*5.74,9.18,9.09,5.74,40.8,43,EX,16000,3.01,0,-42,9280,27932.8,RD,OWH,EX,57,VG,1303042901,IND,CN0,SN1,CW2,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1303042901,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303042901/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1303042901/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303042901/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303042901/still.jpg,STK,,,
5222998107,http://diamondmedia.s3.amazonaws.com/CERTPDF/5222998107.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1303055301&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303055301/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/1303055301.gif,VS1,J,Additional clouds are not shown. Pinpoints are not shown.,35.5,15,NONE,EX,62.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303055301/still.jpg,Y,NON,Cloud  Feather  Needle,GIA,GIA 5222998107,9.18*9.13*5.74,9.18,9.13,5.74,41,43.5,EX,16000,3.01,0,-28,11520,34675.2,RD,OWH,EX,58,EX,1303055301,IND,CN0,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1303055301,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303055301/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1303055301/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303055301/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303055301/still.jpg,STK,,,
2464856396,http://diamondmedia.s3.amazonaws.com/CERTPDF/2464856396.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=3113103701&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113103701/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/3113103701.gif,VS1,J,Additional clouds are not shown. Pinpoints are not shown.,35.5,15,NONE,EX,62.4,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113103701/still.jpg,Y,FNT,Crystal  Cloud  Needle,GIA,,9.21*9.15*5.73,9.21,9.15,5.73,40.8,43,EX,16000,3.01,0,-40,9600,28896,RD,OWH,EX,58,VG,3113103701,USA,CN1,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/3113103701,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113103701/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/3113103701/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113103701/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113103701/still.jpg,STK,,,
2466991695,http://diamondmedia.s3.amazonaws.com/CERTPDF/2466991695.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1603017301&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1603017301/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/1603017301.gif,VS2,E,Additional clouds are not shown. Pinpoints are not shown.,36.5,16.5,NONE,EX,62.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1603017301/still.jpg,Y,MED,Cloud,GIA,GIA 2466991695,9.58*9.5*5.98,9.58,9.5,5.98,40.6,42.5,EX,30000,3.4,0,-56,13200,44880,RD,WHT,EX,56,VG,1603017301,IND,CN1,SN0,CW1,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1603017301,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1603017301/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1603017301/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1603017301/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1603017301/still.jpg,STK,,,
7462702782,http://diamondmedia.s3.amazonaws.com/CERTPDF/7462702782.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=3113047001&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113047001/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/3113047001.gif,VS2,G,Additional clouds are not shown. Pinpoints are not shown.,35,15,NONE,EX,62.2,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113047001/still.jpg,Y,STG,Cloud  Crystal  Feather  Needle  Etch Channel,GIA,GIA 7462702782,9.71*9.65*6.02,9.71,9.65,6.02,41,43.5,EX,24000,3.5,0,-50,12000,42000,RD,WHT,EX,57,EX,3113047001,USA,CN2,SN0,CW2,SW1,N,N,N,,,EX,http://view.diadna.com/dna/3113047001,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113047001/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/3113047001/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113047001/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113047001/still.jpg,STK,,,
5221984936,http://diamondmedia.s3.amazonaws.com/CERTPDF/5221984936.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403050101&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403050101/Heart_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403050101.gif,VS2,G,Additional clouds  pinpoints  internal graining and surface graining are not shown.,35,14.5,NONE,EX,62.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403050101/still.jpg,N,NON,Cloud  Feather  Crystal  Needle  Etch Channel  Natural,GIA,GIA 5221984936,9.2*9.14*5.75,9.2,9.14,5.75,41.4,44,EX,24000,3.01,0,-41.4,14064,42332.64,RD,WHT,EX,58,VG,1403050101,IND,CN3,SN0,CW2,SW2,N,Y,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403050101,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403050101/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403050101/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403050101/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403050101/still.jpg,MED - STK,,,
